datetime,light,twilight,interp,excluded
2013-05-19T18:55:16.000Z,150,0,FALSE,FALSE
2013-05-19T21:10:16.000Z,150,0,FALSE,FALSE
2013-05-19T21:14:02.834Z,44.9,2,TRUE,FALSE
2013-05-19T21:15:16.000Z,11,0,FALSE,FALSE
2013-05-20T03:35:16.000Z,11,0,FALSE,FALSE
2013-05-20T03:40:16.000Z,22,0,FALSE,FALSE
2013-05-20T03:45:16.000Z,34,0,FALSE,FALSE
2013-05-20T03:50:13.272Z,44.9,1,TRUE,FALSE
2013-05-20T03:50:16.000Z,45,0,FALSE,FALSE
2013-05-20T04:15:16.000Z,45,0,FALSE,FALSE
2013-05-20T04:20:16.000Z,56,0,FALSE,FALSE
2013-05-20T04:30:16.000Z,56,0,FALSE,FALSE
2013-05-20T04:35:16.000Z,150,0,FALSE,FALSE
2013-05-20T05:05:16.000Z,150,0,FALSE,FALSE
2013-05-20T05:10:16.000Z,56,0,FALSE,FALSE
2013-05-20T05:15:16.000Z,68,0,FALSE,FALSE
2013-05-20T05:20:16.000Z,68,0,FALSE,FALSE
2013-05-20T05:25:16.000Z,79,0,FALSE,FALSE
2013-05-20T05:30:16.000Z,68,0,FALSE,FALSE
2013-05-20T05:35:16.000Z,79,0,FALSE,FALSE
2013-05-20T05:40:16.000Z,90,0,FALSE,FALSE
2013-05-20T05:45:16.000Z,90,0,FALSE,FALSE
2013-05-20T05:50:16.000Z,147,0,FALSE,FALSE
2013-05-20T05:55:16.000Z,150,0,FALSE,FALSE
2013-05-20T07:05:16.000Z,150,0,FALSE,FALSE
2013-05-20T07:10:16.000Z,124,0,FALSE,FALSE
2013-05-20T07:15:16.000Z,102,0,FALSE,FALSE
2013-05-20T07:20:16.000Z,113,0,FALSE,FALSE
2013-05-20T07:25:16.000Z,150,0,FALSE,FALSE
2013-05-20T14:05:16.000Z,150,0,FALSE,FALSE
2013-05-20T14:10:16.000Z,147,0,FALSE,FALSE
2013-05-20T14:15:16.000Z,147,0,FALSE,FALSE
2013-05-20T14:20:16.000Z,150,0,FALSE,FALSE
2013-05-20T16:10:16.000Z,150,0,FALSE,FALSE
